Name, Gender, Price, Sale Price, Colors, Item link, Image link, Sub category, Brand
Tolu Top SS Women's, Women, $60.00, $N/A, Inertia || Black || Astral || Hyperspace || , https://arcteryx.com/ca/en/shop/womens/tolu-top-ss#clickcode=281-335-5200, https://images-dynamic-arcteryx.imgix.net/F20/1350x1710/Tolu-Top-SS-W-Astral.jpg?auto=format&amp;w=1350, base_layer, Arc'teryx
Motus AR Bottom Women's, Women, $90.00, $N/A, Black || , https://arcteryx.com/ca/en/shop/womens/motus-ar-bottom#clickcode=281-335-5200, https://images-dynamic-arcteryx.imgix.net/F20/1350x1710/Motus-AR-Bottom-W-Black.jpg?auto=format&amp;w=1350, base_layer, Arc'teryx
Rho LT Bottom Women's, Women, $100.00, $N/A, Black || Cobalt Moon || , https://arcteryx.com/ca/en/shop/womens/rho-lt-bottom#clickcode=281-335-5200, https://images-dynamic-arcteryx.imgix.net/F20/1350x1710/Rho-LT-Bottom-W-Cobalt-Moon.jpg?auto=format&amp;w=1350, base_layer, Arc'teryx
Rho AR Bottom Women's, Women, $140.00, $N/A, Black || Rhapsody || , https://arcteryx.com/ca/en/shop/womens/rho-ar-bottom#clickcode=281-335-5200, https://images-dynamic-arcteryx.imgix.net/F20/1350x1710/Rho-AR-Bottom-W-Rhapsody.jpg?auto=format&amp;w=1350, base_layer, Arc'teryx
Rowan Top Women's, Women, $90.00, $N/A, Momentum || Black || Exosphere || , https://arcteryx.com/ca/en/shop/womens/rowan-top#clickcode=281-335-5200, https://images-dynamic-arcteryx.imgix.net/F20/1350x1710/Rowan-Top-W-Momentum.jpg?auto=format&amp;w=1350, shirts_and_tops, Arc'teryx
Kadem Top LS Women's, Women, $110.00, $N/A, Momentum || Synapse || Exosphere || , https://arcteryx.com/ca/en/shop/womens/kadem-top-ls#clickcode=281-335-5200, https://images-dynamic-arcteryx.imgix.net/F20/1350x1710/Kadem-Top-LS-W-Synapse.jpg?auto=format&amp;w=1350, shirts_and_tops, Arc'teryx
Remige Hoody Women's, Women, $100.00, $N/A, Momentum || Astral || Cobalt Moon || Technium || , https://arcteryx.com/ca/en/shop/womens/remige-hoody#clickcode=281-335-5200, https://images-dynamic-arcteryx.imgix.net/F20/1350x1710/Remige-Hoody-W-Technium.jpg?auto=format&amp;w=1350, shirts_and_tops, Arc'teryx
Contenta Shirt LS Women's, Women, $130.00, $N/A, Black || Synapse || Exosphere || , https://arcteryx.com/ca/en/shop/womens/contenta-shirt-ls#clickcode=281-335-5200, https://images-dynamic-arcteryx.imgix.net/F20/1350x1710/Contenta-Shirt-LS-W-Synapse.jpg?auto=format&amp;w=1350, shirts_and_tops, Arc'teryx
Fernie Shirt LS Women's, Women, $120.00, $N/A, Inertia || Black Sapphire || Antenna || , https://arcteryx.com/ca/en/shop/womens/fernie-shirt-ls#clickcode=281-335-5200, https://images-dynamic-arcteryx.imgix.net/F20/1350x1710/Fernie-Shirt-LS-W-Inertia.jpg?auto=format&amp;w=1350, shirts_and_tops, Arc'teryx
Riel Shirt LS Women's, Women, $130.00, $N/A, Infusion || Astralite || Sankofa || , https://arcteryx.com/ca/en/shop/womens/riel-shirt-ls#clickcode=281-335-5200, https://images-dynamic-arcteryx.imgix.net/F20/1350x1710/Riel-Shirt-LS-W-Infusion.jpg?auto=format&amp;w=1350, shirts_and_tops, Arc'teryx
Boulderscape T-Shirt Women's, Women, $45.00, $N/A, Dakini || Satellite Heather || White || , https://arcteryx.com/ca/en/shop/womens/boulderscape-t-shirt#clickcode=281-335-5200, https://images-dynamic-arcteryx.imgix.net/F20/1350x1710/Boulderscape-T-Shirt-W-Dakini.jpg?auto=format&amp;w=1350, shirts_and_tops, Arc'teryx
Arc'Word T-Shirt Women's, Women, $45.00, $N/A, Fusion || Rhapsody || Black II || Cosmic || Masset Heather || White || , https://arcteryx.com/ca/en/shop/womens/arc-word-t-shirt#clickcode=281-335-5200, https://images-dynamic-arcteryx.imgix.net/F20/1350x1710/Arc-Word-T-Shirt-W-Cosmic.jpg?auto=format&amp;w=1350, shirts_and_tops, Arc'teryx
Forage T-Shirt Women's, Women, $45.00, $N/A, X-Particle || White || , https://arcteryx.com/ca/en/shop/womens/forage-t-shirt#clickcode=281-335-5200, https://images-dynamic-arcteryx.imgix.net/F20/1350x1710/Forage-T-Shirt-W-X-Particle.jpg?auto=format&amp;w=1350, shirts_and_tops, Arc'teryx
Tolu Top LS Women's, Women, $70.00, $N/A, Momentum || Black || Bioprism || Sundance || , https://arcteryx.com/ca/en/shop/womens/tolu-top-ls#clickcode=281-335-5200, https://images-dynamic-arcteryx.imgix.net/F20/1350x1710/Tolu-Top-LS-W-Momentum.jpg?auto=format&amp;w=1350, shirts_and_tops, Arc'teryx
Remige Shirt SS Women's, Women, $65.00, $N/A, Inertia || Synapse || Cobalt Moon || , https://arcteryx.com/ca/en/shop/womens/remige-shirt-ss#clickcode=281-335-5200, https://images-dynamic-arcteryx.imgix.net/F20/1350x1710/Remige-Shirt-SS-W-Synapse.jpg?auto=format&amp;w=1350, shirts_and_tops, Arc'teryx
Tolu Top SS Women's, Women, $60.00, $N/A, Inertia || Black || Astral || Hyperspace || , https://arcteryx.com/ca/en/shop/womens/tolu-top-ss#clickcode=281-335-5200, https://images-dynamic-arcteryx.imgix.net/F20/1350x1710/Tolu-Top-SS-W-Astral.jpg?auto=format&amp;w=1350, shirts_and_tops, Arc'teryx
Ardena Top Women's, Women, $60.00, $N/A, Momentum || Taxus || Synapse || Exosphere || Zenith || , https://arcteryx.com/ca/en/shop/womens/ardena-top#clickcode=281-335-5200, https://images-dynamic-arcteryx.imgix.net/F20/1350x1710/Ardena-Top-W-Momentum.jpg?auto=format&amp;w=1350, shirts_and_tops, Arc'teryx
Chromatic T-Shirt Women's, Women, $45.00, $N/A, Black Heather || Stratosphere || White || , https://arcteryx.com/ca/en/shop/womens/chromatic-t-shirt#clickcode=281-335-5200, https://images-dynamic-arcteryx.imgix.net/F20/1350x1710/Chromatic-T-Shirt-W-Stratosphere.jpg?auto=format&amp;w=1350, shirts_and_tops, Arc'teryx
A Squared T-Shirt Women's, Women, $45.00, $N/A, Black Heather || Stratosphere || Satellite Heather || White || , https://arcteryx.com/ca/en/shop/womens/a-squared-t-shirt#clickcode=281-335-5200, https://images-dynamic-arcteryx.imgix.net/F20/1350x1710/A-Squared-T-Shirt-W-Satellite-Heather.jpg?auto=format&amp;w=1350, shirts_and_tops, Arc'teryx
Bird Emblem T-Shirt Women's, Women, $45.00, $N/A, Dakini || Black Heather || X-Particle || Satellite Heather || White || , https://arcteryx.com/ca/en/shop/womens/bird-emblem-t-shirt#clickcode=281-335-5200, https://images-dynamic-arcteryx.imgix.net/F20/1350x1710/Bird-Emblem-T-Shirt-W-Dakini.jpg?auto=format&amp;w=1350, shirts_and_tops, Arc'teryx
Taema Crew Neck Shirt SS Women's, Women, $80.00, $N/A, Momentum || Bioprism || Synapse || Exosphere || Hyperspace || , https://arcteryx.com/ca/en/shop/womens/taema-crew-neck-shirt-ss#clickcode=281-335-5200, https://images-dynamic-arcteryx.imgix.net/F20/1350x1710/Taema-Crew-Neck-Shirt-SS-W-Synapse.jpg?auto=format&amp;w=1350, shirts_and_tops, Arc'teryx
Rowan Tank Women's, Women, $80.00, $N/A, Element || Black || Exosphere || , https://arcteryx.com/ca/en/shop/womens/rowan-tank#clickcode=281-335-5200, https://images-dynamic-arcteryx.imgix.net/F20/1350x1710/Rowan-Tank-W-Element.jpg?auto=format&amp;w=1350, shirts_and_tops, Arc'teryx
Ardena Tank Women's, Women, $50.00, $N/A, Synapse || Exosphere || Zenith || , https://arcteryx.com/ca/en/shop/womens/ardena-tank#clickcode=281-335-5200, https://images-dynamic-arcteryx.imgix.net/F20/1350x1710/Ardena-Tank-W-Synapse.jpg?auto=format&amp;w=1350, shirts_and_tops, Arc'teryx
Contenta Sleeveless Top Women's, Women, $65.00, $N/A, Element || Black || Solus || Dimma || , https://arcteryx.com/ca/en/shop/womens/contenta-sleeveless-top#clickcode=281-335-5200, https://images-dynamic-arcteryx.imgix.net/F20/1350x1710/Contenta-Sleeveless-Top-W-Element.jpg?auto=format&amp;w=1350, shirts_and_tops, Arc'teryx
Kapta Tank Women's, Women, $60.00, $N/A, Dakini || Technium || Astro Eden || Labyrinth || , https://arcteryx.com/ca/en/shop/womens/kapta-tank#clickcode=281-335-5200, https://images-dynamic-arcteryx.imgix.net/F20/1350x1710/Kapta-Tank-W-Dakini.jpg?auto=format&amp;w=1350, shirts_and_tops, Arc'teryx
Remige Sleeveless Top Women's, Women, $60.00, $N/A, Inertia || Cobalt Moon || Technium || , https://arcteryx.com/ca/en/shop/womens/remige-sleeveless-top#clickcode=281-335-5200, https://images-dynamic-arcteryx.imgix.net/F20/1350x1710/Remige-Sleeveless-Top-W-Technium.jpg?auto=format&amp;w=1350, shirts_and_tops, Arc'teryx
Kapta Top SS Women's, Women, $65.00, $N/A, Hubble || Dakini || Synapse || Astro Eden || , https://arcteryx.com/ca/en/shop/womens/kapta-top-ss#clickcode=281-335-5200, https://images-dynamic-arcteryx.imgix.net/F20/1350x1710/Kapta-Top-SS-W-Dakini.jpg?auto=format&amp;w=1350, shirts_and_tops, Arc'teryx
Taema V-Neck Shirt SS Women's, Women, $80.00, $N/A, Hubble || Dakini || Bioprism || Synapse || , https://arcteryx.com/ca/en/shop/womens/taema-v-neck-shirt-ss#clickcode=281-335-5200, https://images-dynamic-arcteryx.imgix.net/F20/1350x1710/Taema-V-Neck-Shirt-SS-W-Dakini.jpg?auto=format&amp;w=1350, shirts_and_tops, Arc'teryx
Assemble T-Shirt Women's, Women, $45.00, $N/A, Bushwhack || Dimma || Labyrinth || , https://arcteryx.com/ca/en/shop/womens/assemble-t-shirt#clickcode=281-335-5200, https://images-dynamic-arcteryx.imgix.net/F20/1350x1710/Assemble-T-Shirt-W-Labyrinth.jpg?auto=format&amp;w=1350, shirts_and_tops, Arc'teryx
Kyla Romper Women's, Women, $130.00, $N/A, Black || Dracaena || Solus || , https://arcteryx.com/ca/en/shop/womens/kyla-romper#clickcode=281-335-5200, https://images-dynamic-arcteryx.imgix.net/F20/1350x1710/Kyla-Romper-W-Dracaena.jpg?auto=format&amp;w=1350, shirts_and_tops, Arc'teryx
